Timestamp (s), App Name, Frame of Reference, Position (x, y, z), Scale (x, y, z), Rotation (x, y, z), Transparency, Visible
59.39421, Book1, Body, (-0.75, 0.10, 2.28), , (-1.78, -18.53, -1.26), , True
59.39421, Book2, Body, (0.87, 0.03, 2.35), , (-1.12, 21.04, -1.26), , True
59.39421, Stocks, Body, (0.89, 0.54, 2.62), , (-11.44, 18.49, -1.26), , True
59.39421, LibraryMap, Body, (0.03, -1.40, 3.04), , (24.51, 0.84, -1.26), , True
59.39421, TextApp, , , , , , False
